,title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,genres,award,place,url
176,The Immortals of Meluha,Amish Tripathi,105405,5898.0,4.1,436,2010,True,"['Fiction', 'Fantasy', 'Fantasy Mythology', 'Asian Literature Indian Literature', 'Cultural India', 'Historical Historical Fiction', 'Amish', 'Novels', 'Adventure', 'Historical']",0,,https://www.goodreads.com//book/show/7913305-the-immortals-of-meluha
177,Love Unrehearsed,Tina Reber,44842,1855.0,4.25,448,2012,True,"['Romance', 'Romance Contemporary Romance', 'Contemporary', 'New Adult', 'Adult', 'Womens Fiction Chick Lit', 'Love', 'Adult Fiction Erotica', 'Fiction', 'Drama']",1,,https://www.goodreads.com//book/show/12647642-love-unrehearsed
178,Apollyon,Jennifer L. Armentrout,46774,2820.0,4.35,343,2013,True,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Fantasy Mythology', 'Romance', 'Romance Paranormal Romance', 'Mythology Greek Mythology', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Fantasy Magic']",0,,https://www.goodreads.com//book/show/9897164-apollyon
179,The Nightlife: New York,Travis Luedke,1578,283.0,3.49,172,2012,True,"['Fantasy Paranormal', 'Paranormal Vampires', 'Adult Fiction Erotica', 'Romance', 'Romance Paranormal Romance', 'Fantasy Urban Fantasy', 'Fantasy', 'Adult', 'Romance Erotic Romance', 'Fiction']",0,,https://www.goodreads.com//book/show/15980525-the-nightlife
180,The Sword of Summer,Rick Riordan,164339,12874.0,4.22,499,2015,True,"['Fantasy', 'Fantasy Mythology', 'Young Adult', 'Childrens Middle Grade', 'Fiction', 'Adventure', 'Childrens', 'Fantasy Urban Fantasy', 'Fantasy Magic', 'Young Adult Young Adult Fantasy']",1,United States,https://www.goodreads.com//book/show/15724396-the-sword-of-summer
181,Awake at Dawn,C.C. Hunter,57862,1840.0,4.26,383,2011,True,"['Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Paranormal Vampires', 'Romance', 'Shapeshifters Werewolves', 'Fantasy Supernatural', 'Fantasy Magic', 'Paranormal Witches', 'Romance Paranormal Romance']",0,,https://www.goodreads.com//book/show/10800916-awake-at-dawn
182,Walk Two Moons,Sharon Creech,156717,7067.0,3.96,280,1996,False,"['Young Adult', 'Fiction', 'Childrens Middle Grade', 'Realistic Fiction', 'Childrens', 'Academic School', 'Contemporary', 'Classics', 'Family', 'Young Adult Coming Of Age']",4,,https://www.goodreads.com//book/show/53496.Walk_Two_Moons
183,Touch of Frost,Jennifer Estep,30037,2124.0,3.95,350,2011,True,"['Young Adult', 'Fantasy', 'Fantasy Mythology', 'Fantasy Paranormal', 'Fantasy Urban Fantasy', 'Fantasy Magic', 'Romance', 'Fantasy Supernatural', 'Mystery', 'Romance Paranormal Romance']",1,United States,https://www.goodreads.com//book/show/9439989-touch-of-frost
184,The Declaration,Gemma Malley,21305,1689.0,3.71,320,2007,True,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Romance', 'Fantasy', 'Young Adult Teen', 'Futuristic', 'Apocalyptic Post Apocalyptic', 'Adventure']",1,,https://www.goodreads.com//book/show/1722717.The_Declaration
185,The Golem's Eye,Jonathan Stroud,89957,2084.0,4.08,562,2006,True,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Magic', 'Childrens', 'Adventure', 'Childrens Middle Grade', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy', 'Audiobook']",1,,https://www.goodreads.com//book/show/59263.The_Golem_s_Eye
186,Wool,Hugh Howey,78449,4463.0,4.12,594,2011,True,"['Science Fiction', 'Fiction', 'Science Fiction Dystopia', 'Apocalyptic Post Apocalyptic', 'Fantasy', 'Short Stories', 'Science Fiction Fantasy', 'Science Fiction Apocalyptic', 'Young Adult', 'Adult']",0,,https://www.goodreads.com//book/show/12287209-wool
187,Leaving Paradise,Simone Elkeles,41608,2449.0,4.0,303,2007,True,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Fiction', 'Young Adult Young Adult Romance', 'Romance Contemporary Romance', 'Womens Fiction Chick Lit', 'Young Adult High School', 'Young Adult Teen']",1,United States,https://www.goodreads.com//book/show/544424.Leaving_Paradise
188,These Broken Stars,Amie Kaufman,65941,8537.0,3.9,389,2013,True,"['Young Adult', 'Science Fiction', 'Romance', 'Fantasy', 'Science Fiction Dystopia', 'Fiction', 'Space', 'Science Fiction Aliens', 'Adventure', 'Audiobook']",4,,https://www.goodreads.com//book/show/13138635-these-broken-stars
189,Running Out of Time,Margaret Peterson Haddix,23600,1565.0,3.99,184,2004,False,"['Young Adult', 'Fiction', 'Science Fiction', 'Childrens Middle Grade', 'Historical Historical Fiction', 'Childrens', 'Adventure', 'Mystery', 'Science Fiction Dystopia', 'Realistic Fiction']",5,United States,https://www.goodreads.com//book/show/227658.Running_Out_of_Time
190,The Legend of the Firewalker,Steve Bevil,1985,123.0,3.68,378,2013,True,"['Fantasy', 'Fantasy Paranormal', 'Young Adult', 'Fantasy Magic', 'Fiction', 'Fantasy Urban Fantasy', 'Paranormal Angels', 'Business Amazon', 'Suspense', 'Romance Paranormal Romance']",0,,https://www.goodreads.com//book/show/18517185-the-legend-of-the-firewalker
191,Ptolemy's Gate,Jonathan Stroud,80570,2201.0,4.26,501,2006,True,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Adventure', 'Young Adult Young Adult Fantasy', 'Childrens Middle Grade', 'Childrens', 'Audiobook']",3,,https://www.goodreads.com//book/show/59264.Ptolemy_s_Gate
192,Something About You,Julie James,57738,2558.0,3.95,307,2010,True,"['Romance', 'Romance Contemporary Romance', 'Contemporary', 'Romance Romantic Suspense', 'Womens Fiction Chick Lit', 'Adult', 'Suspense', 'Mystery', 'Fiction', 'Mystery Crime']",3,United States,https://www.goodreads.com//book/show/6642402-something-about-you
193,The Forbidden Trilogy,Kimberly Kinrade,236,42.0,4.2,0,2012,True,"['Fantasy Paranormal', 'Romance', 'Fantasy', 'Young Adult', 'Science Fiction', 'Fantasy Urban Fantasy']",0,,https://www.goodreads.com//book/show/16056060-the-forbidden-trilogy
194,Crashing Back Down,Kristen Hope Mazzola,565,182.0,3.78,218,2013,True,"['New Adult', 'Romance', 'War Military Fiction', 'Contemporary', 'Romance Contemporary Romance', 'Business Amazon', 'Military Fiction Military Romance', 'Academic College', 'Womens Fiction Chick Lit']",0,,https://www.goodreads.com//book/show/18214660-crashing-back-down
195,The Three Privileges,A.V. Davina,36,23.0,4.58,304,2020,False,"['Fiction', 'Young Adult']",0,,https://www.goodreads.com//book/show/53207121-the-three-privileges
196,Barely Breathing,Rebecca    Donovan,67343,3597.0,4.32,385,2012,True,"['Romance', 'Young Adult', 'New Adult', 'Contemporary', 'Sociology Abuse', 'Romance Contemporary Romance', 'Young Adult High School', 'Fiction', 'Drama', 'Realistic Fiction']",1,,https://www.goodreads.com//book/show/13454149-barely-breathing
197,The Awakening: Fate in Motion,Suzanne Boisvert,6668,41.0,4.31,331,2018,False,"['Contemporary', 'Fiction', 'Drama', 'Book Club', 'Novels', 'Fantasy', 'Young Adult', 'Adventure', 'Childrens Middle Grade', 'Adult']",0,,https://www.goodreads.com//book/show/41423092-the-awakening
198,Legend,David Gemmell,27602,1299.0,4.27,345,1994,True,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Fantasy Heroic Fantasy', 'Fantasy High Fantasy', 'Adventure', 'Heroic Fantasy Sword and Sorcery', 'War', 'Science Fiction Fantasy', 'Epic']",1,,https://www.goodreads.com//book/show/618177.Legend
199,Curse of The Salute,Anastacia Moore,2640,13.0,3.45,171,2012,False,"['Fiction', 'Drama', 'Horror']",0,,https://www.goodreads.com//book/show/17904495-curse-of-the-salute
